Data,Codigo_municipio,area_colhida_em_hectares,quantidade_produzida_em_ton,valor_producao_em_mil_reais
2020,3500105,10,162,103
2022,3500105,10,161,193
2023,3500105,10,161,229
2017,3500303,10,4,2
2015,3500758,10,600,1062
2015,3500758,10,280,756
2016,3500758,10,600,1277
2016,3500758,10,280,969
2017,3500758,10,600,1020
2017,3500758,10,280,924
2018,3500758,10,600,816
2018,3500758,10,280,865
2019,3500758,10,600,1767
2019,3500758,10,280,1008
2020,3500758,10,600,1754
2020,3500758,10,280,1173
2021,3500758,10,600,1770
2021,3500758,10,280,1204
2022,3500758,10,600,1002
2022,3500758,10,280,1624
2023,3500758,10,600,1260
2023,3500758,10,280,1316
2022,3500907,10,18,38
2013,3501103,10,800,133
2014,3501103,10,800,160
2015,3501103,10,800,152
2014,3501202,10,18,59
2015,3501202,10,75,307
2016,3501202,10,10,40
2016,3501202,10,9,7
2018,3501202,10,100,57
2019,3501202,10,9,57
2020,3501202,10,9,71
2021,3501202,10,100,125
2022,3501202,10,100,122
2017,3501301,10,321,183
2018,3501301,10,29,78
2018,3501301,10,321,385
2019,3501301,10,29,78
2019,3501301,10,321,385
2020,3501301,10,10,27
2020,3501301,10,329,395
2021,3501301,10,22,64
2021,3501301,10,88,78
2021,3501301,10,320,608
2022,3501301,10,30,88
2022,3501301,10,326,629
2015,3501400,10,240,480
2016,3501400,10,24,98
2018,3501400,10,120,65
2019,3501400,10,267,160
2020,3501400,10,256,269
2022,3501400,10,224,246
2023,3501400,10,210,189
2017,3501509,10,20,25
2013,3501707,10,27,61
2014,3501707,10,9,65
2015,3501707,10,9,44
2016,3501707,10,9,73
2017,3501707,10,9,68
2018,3501707,10,11,77
2019,3501707,10,15,77
2020,3501707,10,12,84
2021,3501707,10,10,156
2022,3501707,10,16,336
2023,3501707,10,12,200
2017,3501806,10,440,514
2021,3501806,10,441,613
2021,3502002,10,88,220
2021,3502002,10,77,116
2022,3502002,10,79,119
2022,3502002,10,132,264
2023,3502002,10,79,277
2023,3502002,10,132,264
2013,3502101,10,163,37
2013,3502101,10,245,60
2014,3502101,10,100,113
2014,3502101,10,163,51
2014,3502101,10,163,78
2014,3502101,10,132,119
2015,3502101,10,100,90
2015,3502101,10,163,179
2013,3502200,10,235,329
2014,3502200,10,230,345
2014,3502200,10,600,1260
2015,3502200,10,240,420
2016,3502200,10,120,192
2017,3502200,10,240,413
2018,3502200,10,450,233
2018,3502200,10,240,360
2019,3502200,10,240,391
2020,3502200,10,350,150
2020,3502200,10,240,426
2021,3502200,10,192,586
2022,3502200,10,240,492
2013,3502606,10,161,97
2017,3502606,10,230,207
2018,3502606,10,230,207
2016,3502705,10,350,662
2017,3502705,10,350,366
2013,3502754,10,245,158
2014,3502754,10,245,188
2015,3502754,10,245,155
2016,3502754,10,245,118
2017,3502754,10,245,103
2018,3502754,10,245,128
2020,3502754,10,245,184
2021,3502754,10,245,172
2022,3502754,10,245,190
2013,3502903,10,420,242
2014,3502903,10,420,598
2015,3502903,10,395,435
2015,3502903,10,420,320
2016,3502903,10,395,435
2016,3502903,10,240,232
2017,3502903,10,395,435
2017,3502903,10,240,296
2018,3502903,10,395,517
2018,3502903,10,240,360
2019,3502903,10,390,499
2020,3502903,10,260,282
2021,3502903,10,247,199
2022,3502903,10,249,336
2016,3503000,10,24,78
2016,3503208,10,96,125
2016,3503208,10,287,515
2017,3503208,10,287,779
2018,3503208,10,280,616
2019,3503208,10,186,384
2020,3503208,10,96,93
2020,3503208,10,186,292
2021,3503208,10,96,122
2021,3503208,10,220,289
2022,3503208,10,253,539
2023,3503208,10,135,177
2023,3503208,10,231,762
2014,3503307,10,400,360
2016,3503307,10,330,129
2017,3503307,10,350,301
2018,3503307,10,340,177
2013,3503406,10,162,52
2014,3503406,10,155,17
2015,3503406,10,228,171
2015,3503406,10,155,50
2014,3503950,10,510,315
2023,3503950,10,270,1507
2014,3504107,10,230,276
2022,3504206,10,270,446
2013,3504503,10,178,267
2013,3504503,10,400,400
2013,3504503,10,220,308
2014,3504503,10,178,151
2014,3504503,10,400,400
2014,3504503,10,220,396
2015,3504503,10,170,136
2015,3504503,10,400,480
2015,3504503,10,60,120
2015,3504503,10,220,264
2016,3504503,10,60,480
2017,3504503,10,60,480
2018,3504503,10,60,150
2019,3504503,10,10,60
2020,3504503,10,12,24
2016,3504701,10,88,70
2017,3504800,10,220,158
2018,3504800,10,220,108
2019,3504800,10,220,128
2020,3504800,10,229,212
2021,3504800,10,167,159
2013,3505005,10,12,56
2013,3505005,10,364,169
2014,3505005,10,18,132
2014,3505005,10,544,400
2015,3505005,10,170,193
2015,3505005,10,544,660
2016,3505005,10,170,395
2016,3505005,10,270,308
2017,3505005,10,18,136
2017,3505005,10,170,252
2017,3505005,10,450,698
2018,3505005,10,450,300
2019,3505005,10,450,551
2020,3505005,10,450,623
2021,3505005,10,450,559
2022,3505005,10,450,700
2023,3505005,10,450,1738
2016,3505104,10,800,813
2021,3505104,10,168,230
2013,3505351,10,22,15
2014,3505351,10,244,86
2013,3505500,10,450,188
2014,3505500,10,600,540
2015,3505500,10,145,181
2016,3505500,10,145,149
2017,3505500,10,145,160
2015,3505906,10,24,20
2016,3505906,10,24,7
2015,3506003,10,11,72
2016,3506003,10,11,54
2017,3506003,10,400,234
2013,3506102,10,210,151
2015,3506102,10,210,202
2016,3506102,10,210,247
2017,3506102,10,210,221
2020,3506102,10,141,238
2014,3506607,10,100,70
2015,3506607,10,100,130
2016,3506607,10,100,106
2017,3506607,10,100,100
2018,3506607,10,142,142
2015,3506706,10,15,95
2016,3506706,10,15,125
2017,3506706,10,15,114
2018,3506706,10,15,111
2019,3506706,10,16,82
2020,3506706,10,16,112
2021,3506706,10,9,140
2022,3506706,10,15,315
2023,3506706,10,13,192
2018,3506805,10,270,675
2013,3507001,10,20,19
2013,3507001,10,30,29
2013,3507100,10,10,22
2013,3507159,10,12,36
2013,3507159,10,20,19
2016,3507159,10,700,1145
2018,3507159,10,120,503
2019,3507159,10,1400,3730
2019,3507159,10,120,360
2020,3507159,10,1400,2940
2020,3507159,10,100,500
2021,3507159,10,700,1590
2021,3507159,10,120,608
2022,3507159,10,700,3341
2022,3507159,10,120,659
2022,3507308,10,7,25
2023,3507308,10,10,18
2016,3507407,10,23,80
2017,3507407,10,124,29
2017,3507407,10,349,282
2017,3507407,10,370,294
2018,3507407,10,124,238
2019,3507407,10,360,120
2014,3507456,10,155,56
2015,3507456,10,220,40
2017,3507506,10,182,255
2017,3507506,10,85,170
2013,3507605,10,280,233
2014,3507605,10,240,595
2016,3507605,10,22,12
2023,3507704,10,30,19
2013,3507753,10,188,77
2017,3507902,10,18,6
2018,3507902,10,18,8
2021,3508009,10,370,740
2022,3508009,10,370,740
2023,3508009,10,370,740
2014,3508108,10,155,87
2016,3508108,10,450,428
2017,3508108,10,420,559
2021,3508108,10,800,1120
2020,3508207,10,500,1047
2021,3508207,10,500,1136
2020,3508306,10,330,322
2021,3508306,10,330,322
2022,3508306,10,330,380
2013,3508405,10,10,25
2013,3508405,10,190,143
2014,3508405,10,10,25
2014,3508405,10,190,114
2015,3508405,10,10,14
2016,3508405,10,10,25
2017,3508405,10,10,14
2017,3508405,10,190,152
2019,3508405,10,190,53
2022,3508405,10,12,37
2023,3508405,10,7,20
2020,3508603,10,201,176
2022,3508702,10,240,720
2013,3508801,10,228,67
2014,3508801,10,228,101
2015,3508801,10,228,114
2016,3508801,10,367,414
2022,3508801,10,750,1500
2023,3508900,10,118,209
2013,3509106,10,90,61
2014,3509106,10,220,671
2016,3509106,10,220,110
2017,3509106,10,220,110
2018,3509106,10,500,400
2018,3509106,10,220,110
2019,3509106,10,500,600
2019,3509106,10,190,209
2020,3509106,10,500,600
2020,3509106,10,220,242
2021,3509106,10,500,600
2021,3509106,10,220,242
2022,3509106,10,500,600
2022,3509106,10,220,242
2023,3509106,10,220,242
2013,3509254,10,14,8
2014,3509254,10,164,157
2015,3509254,10,164,98
2016,3509254,10,6,15
2017,3509254,10,6,18
2018,3509254,10,6,14
2016,3509304,10,15,12
2022,3509304,10,350,433
2013,3509502,10,56,129
2013,3509502,10,17,15
2013,3509502,10,650,637
2014,3509502,10,89,205
2014,3509502,10,15,15
2014,3509502,10,585,1053
2015,3509502,10,120,252
2016,3509502,10,56,137
2016,3509502,10,580,522
2017,3509502,10,290,131
2017,3509502,10,56,118
2021,3509502,10,20,91
2021,3509502,10,510,625
2022,3509502,10,15,73
2022,3509502,10,280,216
2023,3509502,10,277,357
2018,3509700,10,3,9
2013,3509809,10,22,14
2015,3509908,10,12,26
2018,3509908,10,13,33
2018,3509957,10,550,1054
2013,3510005,10,25,28
2014,3510005,10,12,14
2014,3510104,10,450,351
2015,3510104,10,450,1087
2020,3510104,10,100,150
2014,3510203,10,240,180
2013,3510807,10,450,306
2014,3510807,10,450,558
2015,3510807,10,450,1182
2022,3510807,10,120,168
2013,3510906,10,18,55
2014,3510906,10,18,55
2013,3511102,10,208,159
2014,3511102,10,208,314
2015,3511102,10,208,269
2016,3511102,10,276,469
2016,3511201,10,408,281
2017,3511201,10,12,90
2018,3511201,10,12,90
2019,3511201,10,5,33
2020,3511201,10,5,42
2022,3511201,10,30,600
2013,3511300,10,800,893
2014,3511300,10,260,146
2015,3511300,10,260,130
2016,3511300,10,158,74
2017,3511300,10,800,1262
2018,3511300,10,800,1507
2022,3511409,10,100,179
2013,3511904,10,155,78
2016,3511904,10,700,711
2018,3511904,10,30,63
2019,3511904,10,30,61
2020,3511904,10,33,76
2021,3511904,10,30,109
2021,3512100,10,220,250
2014,3512209,10,33,122
2015,3512209,10,30,150
2020,3512209,10,182,341
2013,3512308,10,9,26
2021,3512308,10,10,42
2020,3512407,10,18,191
2020,3512407,10,166,96
2021,3512407,10,10,83
2013,3512506,10,370,293
2016,3512506,10,240,154
2013,3512704,10,280,128
2016,3512704,10,60,67
2017,3512704,10,100,86
2021,3512704,10,8,16
2022,3512704,10,25,75
2023,3512704,10,25,70
2019,3512803,10,917,1100
2020,3512803,10,857,1928
2021,3512803,10,295,561
2023,3512803,10,298,659
2019,3512902,10,75,36
2021,3512902,10,75,94
2022,3512902,10,75,92
2013,3513207,10,22,26
2014,3513207,10,22,26
2015,3513207,10,24,32
2013,3513603,10,216,311
2014,3513603,10,216,247
2018,3513603,10,100,56
2018,3513900,10,620,1544
2019,3513900,10,625,1466
2021,3513900,10,600,1650
2022,3513900,10,600,2100
2023,3513900,10,620,1240
2023,3513900,10,75,450
2017,3514007,10,156,71
2021,3514007,10,230,104
2022,3514007,10,230,161
2015,3514205,10,255,897
2017,3514205,10,318,1132
2021,3514205,10,500,1300
2023,3514205,10,291,1819
2019,3514403,10,140,126
2020,3514403,10,120,108
2021,3514403,10,125,125
2022,3514403,10,100,65
2023,3514403,10,100,320
2021,3514502,10,28,103
2022,3514502,10,28,70
2023,3514502,10,18,56
2021,3514700,10,12,54
2015,3514809,10,30,20
2016,3514957,10,132,224
2017,3514957,10,30,185
2023,3515129,10,400,680
2013,3515152,10,230,175
2018,3515152,10,152,213
2019,3515152,10,114,174
2020,3515152,10,128,154
2014,3515186,10,22,17
2015,3515186,10,24,13
2016,3515186,10,24,17
2017,3515186,10,1000,548
2018,3515186,10,486,321
2019,3515186,10,270,265
2020,3515186,10,320,346
2020,3515186,10,265,111
2021,3515186,10,400,320
2021,3515186,10,265,156
2022,3515186,10,401,385
2022,3515186,10,265,318
2023,3515186,10,280,342
2023,3515186,10,280,286
2019,3515194,10,10,41
2020,3515194,10,12,49
2021,3515194,10,10,41
2022,3515194,10,10,41
2015,3515301,10,230,32
2013,3515509,10,12,8
2018,3515509,10,8,23
2019,3515509,10,4,27
2013,3515608,10,21,59
2014,3515608,10,21,44
2015,3515608,10,144,135
2017,3515608,10,220,110
2018,3515657,10,450,203
2019,3515657,10,330,149
2013,3515806,10,6,29
2014,3515806,10,8,39
2016,3516002,10,12,11
2020,3516002,10,170,91
2021,3516002,10,220,220
2022,3516002,10,147,176
2023,3516002,10,152,213
2013,3516200,10,264,203
2015,3516200,10,176,137
2017,3516200,10,240,192
2017,3516507,10,23,35
2013,3516606,10,35,91
2015,3517000,10,175,37
2015,3517109,10,900,171
2016,3517109,10,800,813
2017,3517109,10,800,896
2018,3517109,10,800,666
2013,3517208,10,18,87
2014,3517208,10,18,117
2015,3517208,10,18,70
2017,3517208,10,880,1399
2018,3517208,10,1000,3400
2013,3517505,10,6,27
2014,3517604,10,30,9
2013,3517802,10,24,17
2014,3517802,10,220,135
2023,3517802,10,468,1404
2019,3517901,10,205,146
2020,3518008,10,20,13
2021,3518008,10,18,10
2022,3518008,10,18,14
2023,3518008,10,18,14
2016,3518107,10,100,40
2016,3518107,10,841,1093
2013,3518206,10,11,46
2016,3518206,10,155,78
2017,3518206,10,155,109
2018,3518206,10,146,80
2015,3518305,10,800,3907
2016,3518305,10,800,2234
2017,3518305,10,170,595
2017,3518305,10,800,1880
2018,3518305,10,230,653
2018,3518305,10,800,2240
2019,3518305,10,230,533
2019,3518305,10,800,2394
2020,3518305,10,230,518
2020,3518305,10,800,4000
2021,3518305,10,230,518
2021,3518305,10,800,4000
2022,3518305,10,17,52
2022,3518305,10,230,278
2022,3518305,10,800,3957
2023,3518305,10,230,276
2023,3518305,10,800,3960
2015,3518503,10,25,14
2013,3518602,10,8,18
2014,3518602,10,8,24
2014,3519006,10,100,35
2014,3519006,10,245,123
2015,3519006,10,148,47
2018,3519055,10,20,9
2019,3519055,10,20,9
2020,3519055,10,20,14
2021,3519055,10,20,24
2013,3519071,10,100,36
2016,3519204,10,12,42
2018,3519204,10,12,72
2023,3519204,10,175,413
2023,3519204,10,255,421
2013,3519253,10,10,36
2014,3519253,10,10,50
2015,3519253,10,10,48
2013,3519303,10,8,32
2014,3519501,10,21,26
2016,3519600,10,30,129
2017,3519600,10,30,152
2018,3519600,10,332,254
2018,3519600,10,30,183
2019,3519600,10,260,186
2020,3519600,10,260,164
2016,3519709,10,245,118
2023,3519808,10,100,132
2019,3520103,10,2,5
2020,3520103,10,3,7
2021,3520103,10,1,4
2017,3520202,10,130,52
2013,3520301,10,5,5
2014,3520301,10,5,9
2015,3520301,10,5,11
2015,3520509,10,10,37
2016,3520509,10,390,468
2019,3520509,10,660,1320
2020,3520509,10,660,1320
2022,3520509,10,700,1330
2013,3521150,10,20,14
2014,3521507,10,17,10
2013,3521606,10,500,445
2014,3521606,10,152,410
2018,3521606,10,33,45
2018,3521606,10,140,327
2019,3521606,10,32,50
2021,3521606,10,140,294
2023,3521606,10,172,241
2023,3521606,10,146,365
2015,3521705,10,62,60
2016,3521705,10,52,74
2017,3521705,10,80,100
2018,3521705,10,80,65
2019,3521705,10,36,30
2019,3521705,10,80,54
2020,3521705,10,36,29
2020,3521705,10,80,80
2021,3521705,10,36,59
2021,3521705,10,80,120
2022,3521705,10,36,58
2023,3521705,10,36,60
2023,3521705,10,120,240
2017,3521903,10,350,414
2018,3521903,10,7,70
2019,3521903,10,7,70
2020,3521903,10,7,70
2021,3521903,10,7,81
2022,3521903,10,7,70
2023,3521903,10,7,82
2016,3522000,10,12,72
2017,3522000,10,15,110
2017,3522000,10,18,39
2018,3522000,10,18,33
2019,3522000,10,9,60
2020,3522000,10,12,93
2021,3522000,10,12,156
2022,3522000,10,13,271
2015,3522158,10,700,943
2018,3522158,10,700,980
2019,3522158,10,700,1260
2020,3522158,10,700,1471
2013,3522307,10,230,368
2014,3522307,10,220,330
2015,3522307,10,170,232
2015,3522307,10,272,465
2016,3522307,10,170,399
2016,3522307,10,272,446
2017,3522307,10,170,292
2023,3522307,10,230,840
2023,3522307,10,230,771
2013,3522406,10,190,190
2014,3522406,10,90,432
2019,3522406,10,400,700
2020,3522406,10,400,241
2021,3522406,10,400,880
2022,3522406,10,400,880
2023,3522406,10,400,760
2013,3522604,10,326,196
2014,3522604,10,261,326
2015,3522604,10,280,169
2015,3522604,10,450,1019
2016,3522604,10,280,410
2016,3522604,10,450,759
2017,3522604,10,280,223
2018,3522604,10,280,299
2019,3522604,10,280,308
2020,3522604,10,349,508
2021,3522604,10,349,496
2022,3522604,10,303,499
2023,3522604,10,303,618
2017,3522653,10,225,225
2018,3522653,10,225,109
2019,3522653,10,225,180
2020,3522653,10,225,251
2021,3522653,10,225,428
2013,3522703,10,15,11
2018,3522703,10,225,167
2019,3522703,10,225,248
2020,3522703,10,230,414
2023,3522703,10,220,444
2023,3522703,10,15,207
2018,3522802,10,1370,2036
2020,3522802,10,400,600
2013,3522901,10,400,71
2014,3522901,10,400,83
2015,3522901,10,400,104
2016,3522901,10,8,12
2016,3522901,10,400,154
2013,3523206,10,342,618
2017,3523206,10,32,9
2021,3523206,10,100,61
2013,3523404,10,152,125
2013,3523404,10,100,150
2014,3523404,10,152,152
2014,3523404,10,100,150
2015,3523404,10,152,310
2015,3523404,10,100,136
2015,3523404,10,500,1620
2016,3523404,10,152,167
2016,3523404,10,100,150
2016,3523404,10,500,900
2017,3523404,10,152,178
2017,3523404,10,100,250
2018,3523404,10,152,403
2018,3523404,10,100,287
2019,3523404,10,152,403
2019,3523404,10,100,287
2020,3523404,10,152,403
2020,3523404,10,100,287
2021,3523404,10,152,433
2021,3523404,10,100,250
2022,3523404,10,152,372
2022,3523404,10,100,150
2023,3523404,10,152,441
2023,3523404,10,100,390
2023,3523404,10,245,515
2013,3523602,10,240,204
2014,3523602,10,240,221
2015,3523602,10,240,236
2013,3523701,10,30,36
2022,3523800,10,400,1000
2018,3523909,10,18,28
2018,3523909,10,190,133
2018,3523909,10,700,1260
2019,3523909,10,700,1365
2020,3523909,10,155,105
2013,3524006,10,500,800
2016,3524006,10,120,106
2018,3524006,10,175,630
2020,3524006,10,175,656
2014,3524303,10,8,26
2015,3524303,10,8,29
2015,3524303,10,70,25
2019,3524303,10,12,33
2019,3524303,10,350,226
2020,3524303,10,12,57
2020,3524303,10,350,272
2021,3524303,10,12,53
2021,3524303,10,350,718
2022,3524303,10,12,67
2022,3524303,10,350,463
2023,3524303,10,12,62
2023,3524303,10,188,155
2023,3524303,10,1000,3740
2015,3524402,10,190,266
2015,3524402,10,500,350
2016,3524402,10,500,400
2017,3524402,10,280,140
2013,3524501,10,20,20
2014,3524501,10,550,319
2018,3524501,10,24,28
2019,3524501,10,24,28
2019,3524501,10,524,472
2022,3524501,10,5,26
2023,3524501,10,88,169
2013,3524808,10,370,233
2014,3524808,10,18,37
2014,3524808,10,370,228
2014,3524808,10,500,442
2015,3524808,10,12,29
2015,3524808,10,428,149
2015,3524808,10,500,762
2016,3524808,10,500,819
2019,3524808,10,105,231
2020,3524808,10,105,205
2021,3524808,10,124,248
2022,3524808,10,105,336
2023,3524808,10,111,333
2013,3525102,10,750,1403
2014,3525102,10,750,1403
2017,3525201,10,310,267
2018,3525201,10,310,248
2013,3525300,10,410,73
2014,3525300,10,410,85
2015,3525300,10,410,112
2016,3525300,10,410,158
2017,3525300,10,63,410
2018,3525300,10,53,292
2019,3525300,10,53,265
2023,3525300,10,24,43
2017,3525508,10,10,40
2018,3525508,10,240,504
2021,3525508,10,210,798
2022,3525508,10,210,539
2023,3525508,10,190,439
2023,3525508,10,190,817
2016,3525706,10,280,232
2018,3525706,10,12,54
2019,3525706,10,18,87
2015,3525805,10,130,260
2016,3525805,10,100,200
2021,3525854,10,24,113
2022,3525854,10,24,113
2023,3525854,10,24,91
2014,3525904,10,230,190
2015,3525904,10,625,1604
2016,3525904,10,625,1750
2017,3525904,10,625,1063
2019,3526001,10,100,50
2020,3526001,10,100,50
2021,3526001,10,100,60
2022,3526001,10,120,78
2022,3526001,10,100,40
2023,3526001,10,120,384
2023,3526001,10,10,130
2013,3526100,10,18,11
2014,3526100,10,18,14
2014,3526100,10,18,31
2015,3526100,10,18,12
2015,3526100,10,8,18
2015,3526100,10,120,90
2016,3526100,10,20,19
2016,3526100,10,20,50
2018,3526100,10,40,60
2019,3526100,10,29,44
2020,3526100,10,31,47
2021,3526100,10,33,50
2022,3526100,10,35,49
2023,3526100,10,33,46
2013,3526407,10,30,18
2013,3526407,10,400,200
2014,3526407,10,400,332
2015,3526407,10,360,318
2016,3526407,10,360,521
2017,3526407,10,360,317
2014,3526506,10,384,388
2013,3526605,10,220,77
2014,3526605,10,220,84
2015,3526605,10,220,52
2016,3526605,10,220,101
2017,3526605,10,220,68
2018,3526605,10,220,75
2019,3526605,10,220,103
2020,3526605,10,220,183
2021,3526605,10,220,92
2022,3526605,10,220,130
2023,3526605,10,220,132
2017,3526704,10,190,91
2018,3526704,10,190,78
2021,3526704,10,18,115
2022,3526704,10,18,99
2023,3526704,10,18,54
2013,3526902,10,130,99
2016,3526902,10,15,129
2017,3526902,10,15,113
2019,3526902,10,10,25
2020,3526902,10,10,25
2021,3526902,10,10,30
2022,3526902,10,10,30
2023,3526902,10,10,29
2013,3527009,10,10,30
2013,3527009,10,500,743
2013,3527108,10,188,128
2014,3527108,10,158,205
2015,3527108,10,182,264
2016,3527108,10,176,132
2017,3527108,10,176,144
2018,3527108,10,173,208
2018,3527108,10,630,554
2019,3527108,10,640,451
2020,3527108,10,648,635
2021,3527108,10,567,680
2014,3527405,10,12,38
2015,3527405,10,12,22
2016,3527405,10,12,30
2013,3527504,10,208,333
2019,3527504,10,110,242
2019,3527504,10,18,8
2023,3527504,10,100,250
2014,3527801,10,60,86
2015,3527801,10,408,143
2016,3527801,10,540,216
2017,3527801,10,270,122
2018,3527900,10,19,149
2019,3527900,10,7,46
2013,3528007,10,19,28
2014,3528007,10,19,24
2015,3528007,10,19,19
2018,3528106,10,270,201
2019,3528106,10,18,45
2016,3528304,10,20,128
2013,3528403,10,138,336
2014,3528403,10,138,345
2015,3528403,10,138,414
2016,3528403,10,138,345
2017,3528403,10,138,407
2018,3528403,10,138,446
2020,3528403,10,138,397
2021,3528403,10,138,442
2022,3528403,10,138,345
2023,3528403,10,236,153
2017,3528601,10,745,1252
2018,3528601,10,745,2414
2019,3528601,10,168,420
2020,3528601,10,168,168
2021,3528601,10,168,388
2023,3528601,10,172,654
2019,3528700,10,80,40
2020,3528700,10,80,40
2021,3528700,10,80,88
2023,3528700,10,18,108
2015,3528809,10,57,46
2016,3528809,10,57,48
2018,3528809,10,57,44
2019,3528809,10,57,52
2021,3529005,10,96,144
2022,3529005,10,96,149
2023,3529005,10,233,699
2022,3529104,10,80,216
2023,3529104,10,80,210
2015,3529500,10,24,9
2016,3529500,10,25,8
2013,3529609,10,6,7
2019,3529708,10,80,100
2020,3529708,10,80,152
2021,3529708,10,80,144
2022,3529708,10,120,158
2023,3529708,10,120,180
2015,3530102,10,144,83
2021,3530201,10,90,90
2022,3530201,10,90,90
2023,3530201,10,90,90
2014,3530300,10,75,90
2020,3530300,10,18,42
2013,3530409,10,24,17
2013,3530409,10,301,111
2015,3530409,10,24,18
2015,3530409,10,301,421
2016,3530409,10,400,240
2017,3530409,10,400,294
2023,3530508,10,40,96
2023,3530508,10,20,40
2018,3530607,10,17,28
2013,3530706,10,10,50
2020,3530706,10,168,350
2021,3530706,10,192,278
2020,3530805,10,9,40
2013,3530904,10,230,51
2014,3531001,10,15,19
2013,3531308,10,18,41
2014,3531308,10,18,13
2015,3531308,10,15,106
2015,3531308,10,18,16
2017,3531308,10,15,98
2018,3531308,10,120,504
2019,3531308,10,61,244
2020,3531308,10,61,244
2016,3531407,10,130,84
2019,3531407,10,130,120
2020,3531407,10,130,144
2021,3531407,10,130,169
2022,3531407,10,275,663
2023,3531407,10,165,317
2023,3531407,10,860,2802
2014,3531605,10,9,59
2015,3531605,10,6,39
2017,3531605,10,500,450
2016,3531704,10,175,96
2016,3531902,10,18,42
2017,3531902,10,18,41
2018,3531902,10,18,50
2014,3532009,10,210,61
2014,3532009,10,290,139
2015,3532009,10,210,71
2015,3532009,10,290,160
2016,3532009,10,210,103
2016,3532009,10,290,643
2017,3532009,10,290,290
2018,3532009,10,290,359
2019,3532009,10,290,359
2020,3532009,10,290,353
2021,3532009,10,290,405
2022,3532009,10,290,850
2023,3532009,10,290,651
2013,3532058,10,260,59
2014,3532058,10,260,43
2017,3532058,10,83,174
2021,3532058,10,190,923
2023,3532058,10,174,421
2013,3532108,10,132,66
2014,3532108,10,12,54
2018,3532108,10,18,50
2019,3532108,10,210,294
2020,3532108,10,210,231
2021,3532108,10,210,483
2022,3532108,10,210,651
2021,3532207,10,164,279
2019,3532306,10,140,280
2020,3532306,10,140,252
2021,3532306,10,50,350
2022,3532306,10,120,720
2023,3532306,10,120,720
2023,3532306,10,210,1092
2013,3532405,10,24,16
2013,3532405,10,15,65
2013,3532405,10,10,28
2014,3532405,10,15,72
2014,3532405,10,10,30
2014,3532405,10,220,154
2015,3532405,10,16,59
2015,3532405,10,10,30
2015,3532405,10,220,220
2016,3532405,10,11,45
2016,3532405,10,10,30
2016,3532405,10,220,242
2017,3532405,10,12,44
2017,3532405,10,10,32
2017,3532405,10,220,242
2018,3532405,10,12,44
2018,3532405,10,220,218
2019,3532405,10,12,44
2019,3532405,10,226,237
2020,3532405,10,12,48
2020,3532405,10,226,215
2021,3532405,10,12,132
2021,3532405,10,222,242
2022,3532405,10,12,130
2022,3532405,10,223,210
2023,3532405,10,12,130
2023,3532405,10,223,334
2021,3532702,10,170,141
2013,3532801,10,20,20
2013,3532801,10,130,75
2013,3532801,10,120,110
2014,3532801,10,22,17
2014,3532801,10,130,73
2014,3532801,10,120,144
2015,3532801,10,170,81
2015,3532801,10,130,190
2016,3532801,10,11,53
2016,3532801,10,170,79
2018,3532801,10,120,100
2021,3532801,10,167,179
2022,3532801,10,167,198
2020,3532827,10,12,54
2021,3532827,10,23,115
2022,3532827,10,23,115
2022,3532827,10,175,263
2023,3532827,10,23,138
2013,3532843,10,161,97
2014,3532843,10,161,97
2015,3532843,10,161,97
2016,3532843,10,161,97
2017,3532843,10,161,97
2016,3532868,10,19,122
2013,3532900,10,27,61
2014,3532900,10,9,20
2015,3532900,10,9,57
2016,3532900,10,9,76
2017,3532900,10,7,54
2018,3532900,10,9,67
2019,3532900,10,14,71
2020,3532900,10,12,84
2021,3532900,10,10,156
2022,3532900,10,15,315
2023,3532900,10,10,148
2017,3533007,10,20,82
2019,3533205,10,7,14
2020,3533205,10,10,36
2021,3533205,10,10,31
2022,3533205,10,10,58
2015,3533304,10,17,29
2016,3533304,10,17,34
2017,3533304,10,19,50
2019,3533304,10,185,181
2013,3533502,10,30,20
2019,3533502,10,120,180
2019,3533502,10,13,35
2020,3533502,10,120,167
2021,3533502,10,144,288
2022,3533502,10,144,216
2023,3533502,10,144,230
2013,3533700,10,5,9
2015,3533700,10,5,6
2019,3533809,10,230,397
2020,3533809,10,230,334
2020,3533809,10,1500,2625
2013,3533908,10,145,110
2014,3533908,10,42,272
2015,3533908,10,216,162
2015,3533908,10,42,271
2016,3533908,10,42,270
2017,3533908,10,216,209
2017,3533908,10,42,269
2018,3533908,10,216,165
2018,3533908,10,185,212
2019,3533908,10,216,97
2019,3533908,10,185,200
2020,3533908,10,216,119
2020,3533908,10,195,145
2017,3534203,10,37,15
2017,3534203,10,1150,1840
2018,3534203,10,37,15
2018,3534203,10,1150,1150
2015,3534500,10,260,53
2013,3534609,10,11,29
2014,3534609,10,11,33
2014,3534609,10,99,188
2015,3534609,10,11,33
2016,3534609,10,11,22
2016,3534609,10,105,228
2017,3534609,10,10,20
2017,3534609,10,210,122
2017,3534609,10,100,215
2017,3534609,10,12,36
2018,3534609,10,10,20
2018,3534609,10,10,32
2019,3534609,10,11,22
2019,3534609,10,210,120
2020,3534609,10,12,25
2020,3534609,10,203,129
2020,3534609,10,120,256
2021,3534609,10,13,46
2021,3534609,10,204,204
2021,3534609,10,115,253
2022,3534609,10,11,39
2022,3534609,10,118,319
2023,3534609,10,11,43
