ANO_LETIVO,CODIGO_CIE,CODIGO_INEP,CodigoDiretoria,NomeDiretoria,NomeEscola,NomeMunicipio,ANOS_INICIAIS,ANOS_FINAIS,ENSINO_MÉDIO
2021,12,35000012,10101,NORTE 1,AYRES DE MOURA PROFESSOR,SAO PAULO,,3.55,
2021,24,35000024,10101,NORTE 1,GAVIAO PEIXOTO BRIGADEIRO,SAO PAULO,3.11,2.79,1.69
2021,36,35000036,10101,NORTE 1,JOAO SOLIMEO,SAO PAULO,,2.79,1.47
2021,772,35000772,10104,NORTE 2,VISCONDE DE INHAUMA ALMIRANTE,SAO PAULO,5.87,,
2021,784,35000784,10102,CENTRO,ANESIA SINCORA PROFESSORA,SAO PAULO,2.97,3.82,
2021,796,35000796,10205,LESTE 5,HEROIS DA FEB,SAO PAULO,,2.49,1.54
2021,802,35000802,10205,LESTE 5,IMPERATRIZ LEOPOLDINA,SAO PAULO,,4.15,2.2
2021,814,35000814,10104,NORTE 2,RAQUEL ASSIS BARREIROS PROFA,SAO PAULO,,3.32,2.24
2021,838,35000838,10205,LESTE 5,JOAO VIEIRA DE ALMEIDA,SAO PAULO,,2.79,1.88
2021,848,35000848,10102,CENTRO,JOAQUIM LEME DO PRADO PROFESSOR,SAO PAULO,,3.07,2.3
2021,851,35000851,10205,LESTE 5,JULIO MAIA,SAO PAULO,5.1,,
2021,863,35000863,10104,NORTE 2,JOSE MARCELINO DA FONSECA MAJOR,SAO PAULO,7.12,,
2021,875,35000875,10104,NORTE 2,CASTRO ALVES,SAO PAULO,,3.51,1.9
2021,899,35000899,10102,CENTRO,PEDRO COSTA DEPUTADO,SAO PAULO,4.31,,
2021,905,35000905,10104,NORTE 2,CARLOS DE LAET PROF,SAO PAULO,,3.61,2.05
2021,917,35000917,10102,CENTRO,ANTONIO LISBOA PROFESSOR,SAO PAULO,,3.74,2.54
2021,929,35000929,10102,CENTRO,ANTONIO VIEIRA PADRE,SAO PAULO,,,2.94
2021,930,35000930,10102,CENTRO,HOMEM DE MELLO BARAO,SAO PAULO,,3.56,2.14
2021,942,35000942,10102,CENTRO,BUENOS AIRES,SAO PAULO,,,3.11
2021,966,35000966,10102,CENTRO,GONCALVES DIAS,SAO PAULO,,3.22,2.04
2021,978,35000978,10102,CENTRO,CASIMIRO DE ABREU,SAO PAULO,,4.1,3.88
2021,985,35000985,10102,CENTRO,REPUBLICA DA BOLIVIA,SAO PAULO,6.04,,
2021,1004,35001004,10104,NORTE 2,EURICO FIGUEIREDO PROF,SAO PAULO,,3.46,2.58
2021,1016,35001016,10104,NORTE 2,ALBERTO CARDOSO DE MELLO NETO DR,SAO PAULO,,2.78,1.84
2021,1028,35001028,10104,NORTE 2,VICTOR DOS SANTOS CUNHA PROF,SAO PAULO,,2.67,1.76
2021,1036,35001036,10104,NORTE 2,SEBASTIAO DE SOUZA BUENO PROF,SAO PAULO,,3.02,2.8
2021,1041,35001041,10104,NORTE 2,JOHANN GUTENBERG,SAO PAULO,,2.62,1.47
2021,1053,35001053,10104,NORTE 2,LUIZ AMARAL WAGNER PROF,SAO PAULO,3.39,,
2021,1065,35001065,10104,NORTE 2,DAVID EUGENIO DOS SANTOS PROF,SAO PAULO,4.76,,
2021,1077,35001077,10104,NORTE 2,JUDITH GUIMARAES DOS SANTOS PROFA,SAO PAULO,4.64,,
2021,1089,35001089,10104,NORTE 2,GABRIELA MISTRAL,SAO PAULO,2.51,2.76,
2021,1090,35001090,10104,NORTE 2,JOSE MARIA REYS PROF,SAO PAULO,4.83,,
2021,1119,35001119,10104,NORTE 2,EURIPEDES DE CASTRO,SAO PAULO,4.7,,
2021,1120,35001120,10102,CENTRO,EXPEDICIONARIO BRASILEIRO,SAO PAULO,5.64,,
2021,1132,35001132,10104,NORTE 2,PEDRO ALEXANDRINO,SAO PAULO,,2.68,2.16
2021,48,35000048,10101,NORTE 1,WALFREDO ARANTES CALDAS PROFESSOR,SAO PAULO,,,1.72
2021,59,35000059,10101,NORTE 1,SEBASTIAO DE OLIVEIRA GUSMAO PROFESSOR,SAO PAULO,,,1.69
2021,61,35000061,10101,NORTE 1,SUZANA DE CAMPOS DONA,SAO PAULO,4.12,,
2021,73,35000073,10101,NORTE 1,JULIO DE FARIA E SOUZA PROFESSOR,SAO PAULO,4.2,,
2021,85,35000085,10101,NORTE 1,JULIO CESAR DE OLIVEIRA PROFESSOR,SAO PAULO,5.16,,
2021,97,35000097,10101,NORTE 1,RENATO DE ARRUDA PENTEADO PROFESSOR,SAO PAULO,,,1.16
2021,103,35000103,10101,NORTE 1,JOAO BOEMER JARDIM PROFESSOR,SAO PAULO,3.86,,
2021,115,35000115,10101,NORTE 1,FRANCISCO FARIA NETO PROFESSOR,SAO PAULO,3.48,,
2021,127,35000127,10101,NORTE 1,JOSE ALTENFELDER SILVA PROFESSOR,SAO PAULO,5.85,,
2021,139,35000139,10101,NORTE 1,MARIANO DE OLIVEIRA PROFESSOR,SAO PAULO,,3.26,2.57
2021,140,35000140,10101,NORTE 1,SILVIO XAVIER ANTUNES PROFESSOR,SAO PAULO,,3,2.3
2021,152,35000152,10101,NORTE 1,OCTAVIO MONTEIRO DE CASTRO PROFESSOR,SAO PAULO,5.04,,
2021,164,35000164,10101,NORTE 1,PIO TELLES PEIXOTO PROFESSOR,SAO PAULO,,3.19,2.32
2021,176,35000176,10101,NORTE 1,ZENAIDE VILALVA DE ARAUJO PROFESSORA,SAO PAULO,,3,2.67
2021,188,35000188,10101,NORTE 1,ANTONIO CANDIDO CORREA GUIMARAES FILHO PROFESSOR,SAO PAULO,,3.28,2.16
2021,197,35000197,10101,NORTE 1,AGENOR COUTO DE MAGALHAES DOUTOR,SAO PAULO,,2.83,1.78
2021,206,35000206,10101,NORTE 1,ALIPIO DE BARROS PROFESSOR,SAO PAULO,4.79,,
2021,218,35000218,10101,NORTE 1,ANTONIO FRANCISCO REDONDO PROFESSOR,SAO PAULO,,,1.98
2021,224,35000224,10101,NORTE 1,CANDIDO GONCALVES GOMIDE PROFESSOR,SAO PAULO,,2.65,1.67
2021,231,35000231,10101,NORTE 1,CHIQUINHA RODRIGUES,SAO PAULO,4.09,,
2021,243,35000243,10101,NORTE 1,ISABEL VIEIRA DE SERPA E PAIVA PROFESSORA,SAO PAULO,4.5,,
2021,255,35000255,10101,NORTE 1,CLODOMIRO CARNEIRO,SAO PAULO,,2.78,2.22
2021,267,35000267,10101,NORTE 1,ERMANO MARCHETTI,SAO PAULO,,3.29,1.99
2021,279,35000279,10101,NORTE 1,GALDINO LOPES CHAGAS PROFESSOR,SAO PAULO,4.49,,
2021,280,35000280,10101,NORTE 1,HUMBERTO DE SOUZA MELLO GENERAL,SAO PAULO,,3.16,1.93
2021,292,35000292,10101,NORTE 1,DALILA DE ANDRADE COSTA PROFESSORA,SAO PAULO,3.14,,
2021,309,35000309,10102,CENTRO,BENEDITO TOLOSA PROFESSOR,SAO PAULO,3.95,3.12,1.83
2021,310,35000310,10102,CENTRO,ARY BARROSO,SAO PAULO,4.48,,
2021,322,35000322,10102,CENTRO,PEDRO MONTEIRO DO AMARAL CAPITAO,SAO PAULO,,2.97,2.18
2021,334,35000334,10102,CENTRO,MANUEL DA NOBREGA PADRE,SAO PAULO,,3.54,2.48
2021,346,35000346,10101,NORTE 1,MANOEL DA NOBREGA PADRE,SAO PAULO,5.18,,
2021,358,35000358,10102,CENTRO,MATILDE MACEDO SOARES,SAO PAULO,3.58,2.93,
2021,361,35000361,10101,NORTE 1,PASQUALE PECCICACCO,SAO PAULO,4.43,,
2021,371,35000371,10104,NORTE 2,ANTONIO JOSE LEITE PROF,SAO PAULO,,2.81,2.14
2021,383,35000383,10102,CENTRO,ANTOINE DE SAINT EXUPERY,SAO PAULO,,3.13,2.24
2021,395,35000395,10101,NORTE 1,JOAQUIM LUIZ DE BRITO PROFESSOR,SAO PAULO,,3.62,1.84
2021,401,35000401,10101,NORTE 1,MARQUES DE TAMANDARE ALMIRANTE,SAO PAULO,,3.23,2.06
2021,413,35000413,10101,NORTE 1,JOAQUIM SILVADO DOUTOR,SAO PAULO,,3.56,2.32
2021,425,35000425,10104,NORTE 2,REPUBLICA DO CHILE,SAO PAULO,4.95,,
2021,437,35000437,10102,CENTRO,ANGELINA MADUREIRA PROFESSORA,SAO PAULO,5.36,,
2021,449,35000449,10102,CENTRO,TAUNAY VISCONDE DE,SAO PAULO,4.32,,
2021,450,35000450,10101,NORTE 1,AUGUSTO RIBEIRO DE CARVALHO PROFESSOR,SAO PAULO,,3.51,2.66
2021,462,35000462,10102,CENTRO,AUGUSTO MEIRELLES REIS FILHO PROFESSOR,SAO PAULO,,2.93,1.37
2021,474,35000474,10101,NORTE 1,MATHIAS AIRES,SAO PAULO,4.85,,
2021,498,35000498,10102,CENTRO,LUIZ GONZAGA RIGHINI PROFESSOR,SAO PAULO,,3.24,1.46
2021,504,35000504,10102,CENTRO,MARIO TEIXEIRA MARIANO PROFESSOR,SAO PAULO,4.55,,
2021,516,35000516,10102,CENTRO,JOSE CARLOS DIAS PROFESSOR,SAO PAULO,5.04,,
2021,528,35000528,10102,CENTRO,COLOMBO DE ALMEIDA PROFESSOR,SAO PAULO,,2.81,1.96
2021,536,35000536,10102,CENTRO,TARCISIO ALVARES LOBO,SAO PAULO,,2.12,2.02
2021,541,35000541,10102,CENTRO,JOAQUIM NABUCO,SAO PAULO,4.7,,
2021,553,35000553,10101,NORTE 1,JACOMO STAVALE PROFESSOR,SAO PAULO,,3.05,2.92
2021,565,35000565,10101,NORTE 1,NOSSA SENHORA DO RETIRO,SAO PAULO,3.96,,
2021,577,35000577,10102,CENTRO,DULCE FERREIRA BOARIN PROFESSORA,SAO PAULO,,3.61,
2021,589,35000589,10101,NORTE 1,PLINIO DAMASCO PENNA PROFESSOR,SAO PAULO,,3.89,
2021,590,35000590,10102,CENTRO,PAULO SETUBAL,SAO PAULO,4.55,,
2021,607,35000607,10104,NORTE 2,TITO PRATES DA FONSECA,SAO PAULO,,3.01,2.02
2021,619,35000619,10101,NORTE 1,REGENTE FEIJO,SAO PAULO,5.23,,
2021,620,35000620,10101,NORTE 1,ANTONIO EMILIO SOUZA PENNA PROFESSOR,SAO PAULO,,3.47,1.98
2021,632,35000632,10101,NORTE 1,AUGUSTO DE MACEDO COSTA DOUTOR,SAO PAULO,4.79,,
2021,644,35000644,10101,NORTE 1,PIO XII,SAO PAULO,5.23,,
2021,656,35000656,10102,CENTRO,FRONTINO GUIMARAES,SAO PAULO,,4.19,
2021,668,35000668,10102,CENTRO,ROMULO PERO PROFESSOR,SAO PAULO,,3.67,2.48
2021,673,35000673,10205,LESTE 5,PAULO EGYDIO DE OLIVEIRA CARVALHO SENADOR,SAO PAULO,,3.23,1.73
2021,681,35000681,10102,CENTRO,TOLEDO BARBOSA,SAO PAULO,4,3.58,
2021,693,35000693,10104,NORTE 2,RITA BICUDO PEREIRA PROFA,SAO PAULO,4,3.43,1.91
2021,700,35000700,10205,LESTE 5,HORACIO LAFER MINISTRO,SAO PAULO,3.79,,
2021,711,35000711,10102,CENTRO,NARBAL FONTES PROFESSORA,SAO PAULO,,3.63,2.25
2021,723,35000723,10102,CENTRO,OCTAVIO MENDES DOUTOR,SAO PAULO,,3.61,2.92
2021,735,35000735,10104,NORTE 2,PAUL HUGON PROF,SAO PAULO,,3.29,2.12
2021,747,35000747,10205,LESTE 5,MARIA MONTESSORI,SAO PAULO,,3.4,2.54
2021,759,35000759,10205,LESTE 5,FLORINDA CARDOSO PROFESSORA,SAO PAULO,4.46,,
2021,760,35000760,10102,CENTRO,AFRANIO PEIXOTO,SAO PAULO,,4.05,2.31
2021,1144,35001144,10104,NORTE 2,JULIO PESTANA,SAO PAULO,,3.31,1.47
2021,1156,35001156,10104,NORTE 2,SILVA JARDIM,SAO PAULO,,3.39,2.56
2021,1168,35001168,10104,NORTE 2,ALFREDO INACIO TRINDADE,SAO PAULO,,2.49,1.87
2021,1173,35001173,10104,NORTE 2,ALBINO CESAR,SAO PAULO,,3.08,1.84
2021,1181,35001181,10104,NORTE 2,RAFAEL DE MORAES LIMA PROF,SAO PAULO,4.37,,
2021,1193,35001193,10104,NORTE 2,PHILOMENA BAYLAO PROFA,SAO PAULO,3.56,2.6,1.41
2021,1200,35001200,10104,NORTE 2,LAEL DE MOURA PRADO PROF,SAO PAULO,4.74,,
2021,1211,35001211,10104,NORTE 2,MIGUEL VIEIRA FERREIRA DR,SAO PAULO,5.03,,
2021,1223,35001223,10104,NORTE 2,MARIA PAULA MARCONDES DOMINGUES PROFA,SAO PAULO,5.92,,
2021,1235,35001235,10104,NORTE 2,CYRENE DE OLIVEIRA LAET DONA,SAO PAULO,,2.83,1.38
2021,1247,35001247,10104,NORTE 2,RUY BARBOSA CONSELHEIRO,SAO PAULO,,3.3,2.06
2021,1259,35001259,10104,NORTE 2,JOAO LIGABUE CONEGO,SAO PAULO,,2.68,2.13
2021,1272,35001272,10104,NORTE 2,ANGELO BORTOLO,SAO PAULO,,2.98,1.61
2021,1284,35001284,10104,NORTE 2,AMENAIDE BRAGA DE QUEIROZ PROFA,SAO PAULO,,3.06,2.44
2021,1296,35001296,10104,NORTE 2,CARMOSINA MONTEIRO VIANNA PROFA,SAO PAULO,,2.63,1.59
2021,1302,35001302,10104,NORTE 2,ARNALDO BARRETO,SAO PAULO,,3.8,2.16
2021,1314,35001314,10104,NORTE 2,CASSIO DA COSTA VIDIGAL,SAO PAULO,4.56,,
2021,1326,35001326,10104,NORTE 2,PEDRO DE MORAES VICTOR DR,SAO PAULO,,2.21,1.48
2021,1338,35001338,10104,NORTE 2,MARIA ANGELITA SAYAGO LAET PROFA,SAO PAULO,3.86,,
2021,1348,35001348,10104,NORTE 2,JOSE DO AMARAL MELLO PROF,SAO PAULO,3.2,2.18,2.18
2021,1351,35001351,10104,NORTE 2,ADEMAR HIROSHI SUDA PROF,SAO PAULO,4.61,,
2021,1363,35001363,10102,CENTRO,SAO PAULO,SAO PAULO,,,3.9
2021,1375,35001375,10205,LESTE 5,LOUREIRO JUNIOR PROFESSOR,SAO PAULO,,,3.75
2021,1387,35001387,10205,LESTE 5,THEODORO DE MORAES PROFESSOR,SAO PAULO,5.22,,
2021,1399,35001399,10205,LESTE 5,PAULO MONTE SERRAT PROFESSOR,SAO PAULO,5.07,,
2021,1405,35001405,10102,CENTRO,ROMAO PUIGARI,SAO PAULO,4.72,,
2021,1417,35001417,10205,LESTE 5,ISAI LEIRNER,SAO PAULO,,3.85,3.61
2021,1430,35001430,10205,LESTE 5,ANDRE OHL,SAO PAULO,5.56,,
2021,1442,35001442,10205,LESTE 5,ANDRE XAVIER GALLICHO PROFESSOR,SAO PAULO,4.1,3.48,2.32
2021,1454,35001454,10102,CENTRO,ANTONIO FIRMINO DE PROENCA PROF,SAO PAULO,,2.76,2.84
2021,1466,35001466,10205,LESTE 5,AMADEU AMARAL,SAO PAULO,,3.52,2.77
2021,1478,35001478,10102,CENTRO,EDUARDO PRADO,SAO PAULO,4.57,3.53,
2021,1485,35001485,10205,LESTE 5,GUERINO RASO,SAO PAULO,5.41,,
2021,1491,35001491,10205,LESTE 5,ANNA TEIXEIRA PRADO ZACHARIAS PROFESSORA,SAO PAULO,,3.71,
2021,1508,35001508,10205,LESTE 5,ANTONIO DE QUEIROZ TELLES DOUTOR,SAO PAULO,5.08,,
2021,1512,35001512,10316,CENTRO SUL,ARMANDO ARAUJO,SAO PAULO,5.22,3.03,
2021,1521,35001521,10102,CENTRO,PAULO LUIG FREI,SAO PAULO,4.02,3.55,1.99
2021,1545,35001545,10316,CENTRO SUL,PANDIA CALOGERAS,SAO PAULO,5.14,,
2021,1557,35001557,20205,SAO JOSE DOS CAMPOS,BENEDITO MATARAZZO DEPUTADO,SAO JOSE DOS CAMPOS,,3.75,2.25
2021,1569,35001569,10316,CENTRO SUL,OSWALDO CRUZ,SAO PAULO,4.73,3.64,2.77
2021,1570,35001570,10102,CENTRO,ORESTES GUIMARAES,SAO PAULO,4.15,3.1,2.05
2021,1582,35001582,10205,LESTE 5,DOMINGOS FAUSTINO SARMIENTO,SAO PAULO,4.5,,
2021,1600,35001600,10205,LESTE 5,PLINIO BARRETO,SAO PAULO,,3.18,2.75
2021,1624,35001624,10205,LESTE 5,WOLNY CARVALHO RAMOS PROFESSOR,SAO PAULO,,3.13,2.45
2021,1659,35001659,10102,CENTRO,ANCHIETA PADRE,SAO PAULO,,3.47,1.95
2021,1661,35001661,10316,CENTRO SUL,MMDC,SAO PAULO,,4.22,3.74
2021,1673,35001673,10205,LESTE 5,MARIA DA GLORIA COSTA E SILVA PROFESSORA,SAO PAULO,,2.92,2.28
2021,1685,35001685,10316,CENTRO SUL,MARIO CASASSANTA PROFESSOR,SAO PAULO,,3.33,0.94
2021,1697,35001697,10205,LESTE 5,BEATRIZ R BASSI ASTORINO PROFESSORA,SAO PAULO,4.6,3.53,
2021,1703,35001703,10205,LESTE 5,MARIO MARQUES DE OLIVEIRA PROFESSOR,SAO PAULO,,,2.64
2021,1727,35001727,10208,LESTE 4,VICTOR MIGUEL ROMANO PROF,SAO PAULO,,3.35,1.94
2021,1739,35001739,10316,CENTRO SUL,ANDRE DREYFUS PROFESSOR,SAO PAULO,5.45,,
2021,1740,35001740,10205,LESTE 5,STEFAN ZWEIG,SAO PAULO,,3.41,1.73
2021,1752,35001752,10208,LESTE 4,AROLDO DE AZEVEDO PROF,SAO PAULO,,2.77,2.19
2021,1764,35001764,10316,CENTRO SUL,ANNITA ATALLA PROFESSORA,SAO PAULO,5.81,,
2021,1776,35001776,10205,LESTE 5,SECUNDINO DOMINGUES FILHO DOUTOR,SAO PAULO,3.74,2.95,2.26
2021,1788,35001788,10316,CENTRO SUL,OLGA BENATTI PROFESSORA,SAO PAULO,,4.54,
2021,1797,35001797,10316,CENTRO SUL,BRISABELLA ALMEIDA NOBRE PROFESSORA,SAO PAULO,,3.88,
2021,1806,35001806,10205,LESTE 5,JOY ARRUDA DOUTOR,SAO PAULO,5.34,,
2021,1818,35001818,10208,LESTE 4,JOCELYN PONTES GESTAL PROF,SAO PAULO,4.1,,
2021,1824,35001824,10316,CENTRO SUL,JOSE HEITOR CARUSI PROFESSOR,SAO PAULO,,3.51,2.65
2021,1843,35001843,10316,CENTRO SUL,FRANCISCO BORGES VIEIRA DOUTOR,SAO PAULO,,3.71,1.61
2021,1855,35001855,10316,CENTRO SUL,AMERICO DE MOURA PROFESSOR,SAO PAULO,,,3.65
2021,1867,35001867,10205,LESTE 5,LUIZA MENDES CORREA SOUZA PROFESSORA,SAO PAULO,5.05,3.62,2.95
2021,1879,35001879,10316,CENTRO SUL,JOAO FIRMINO DE CAMPOS,SAO PAULO,5.15,,
2021,1880,35001880,10205,LESTE 5,JOSE CHEDIAK,SAO PAULO,,3.76,2.72
2021,1892,35001892,10316,CENTRO SUL,REPUBLICA DO PARAGUAY,SAO PAULO,5.51,5.06,
2021,1909,35001909,10316,CENTRO SUL,CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA,SAO PAULO,3.38,2.67,
2021,1910,35001910,10205,LESTE 5,CLEMENTE QUAGLIO PROFESSOR,SAO PAULO,,4.02,2.06
2021,1922,35001922,10205,LESTE 5,JULIETA NOGUEIRA RINALDI PROFESSORA,SAO PAULO,6.2,,
2021,1934,35001934,10205,LESTE 5,JOAQUIM BRAGA DE PAULA PROFESSOR,SAO PAULO,,2.99,2.15
2021,1958,35001958,10316,CENTRO SUL,JULIA MACEDO PANTOJA PROFESSORA,SAO PAULO,5.39,3.83,3.09
2021,1961,35001961,10205,LESTE 5,NORBERTO MAYER FILHO DEPUTADO,SAO PAULO,,3.81,2.89
2021,1971,35001971,10205,LESTE 5,MOACYR CAMPOS PROFESSOR,SAO PAULO,,3.62,2.43
2021,1995,35001995,10205,LESTE 5,JULIA AMALIA AZEVEDO ANTUNES PROFESSORA,SAO PAULO,5.91,,
2021,2008,35002008,10205,LESTE 5,JOAO DIAS DA SILVEIRA PROFESSOR,SAO PAULO,,,3.07
2021,2012,35002012,10205,LESTE 5,JOAO CLIMACO DA SILVA KRUSE PROFESSOR,SAO PAULO,5.97,,
2021,2021,35002021,10205,LESTE 5,IRENE RIBEIRO PROFESSORA,SAO PAULO,6.71,,
2021,2045,35002045,10205,LESTE 5,ALVINO BITTENCOURT PROFESSOR,SAO PAULO,5.09,,
2021,2057,35002057,10205,LESTE 5,AMELIA DE ARAUJO DONA,SAO PAULO,,3.67,3.11
2021,2069,35002069,10205,LESTE 5,ARACY LEME DA VEIGA RAVACHE PROFESSORA,SAO PAULO,,2.95,1.63
2021,2070,35002070,10205,LESTE 5,BENEDITO ESTEVAM DOS SANTOS DOUTOR,SAO PAULO,5.07,,
2021,2082,35002082,10205,LESTE 5,BLANCA ZWICKER SIMOES PROFESSORA,SAO PAULO,6.53,,
2021,2094,35002094,10205,LESTE 5,FREDERICO VERGUEIRO STEIDEL,SAO PAULO,5.77,,
2021,2100,35002100,10205,LESTE 5,ERASMO BRAGA,SAO PAULO,6.06,,
2021,2112,35002112,10205,LESTE 5,CONGONHAS DO CAMPO VISCONDE DE,SAO PAULO,,3.87,
2021,2124,35002124,10205,LESTE 5,CARLOS ESCOBAR,SAO PAULO,3.99,,
2021,2136,35002136,10205,LESTE 5,CARAMURU,SAO PAULO,,3.17,2.97
2021,2148,35002148,10205,LESTE 5,PAULO NOVAES DE CARVALHO PROFESSOR,SAO PAULO,,3.37,2.45
2021,2159,35002159,10205,LESTE 5,PEDRO ARBUES CORONEL,SAO PAULO,,,3.72
2021,2161,35002161,10205,LESTE 5,SALVADOR ROCCO PROFESSOR,SAO PAULO,,2.68,1.87
2021,2173,35002173,10205,LESTE 5,JOAO BORGES PROFESSOR,SAO PAULO,,4.49,2.33
2021,2197,35002197,10205,LESTE 5,IRENE DE LIMA PAIVA PROFESSORA,SAO PAULO,,4.3,2.58
2021,2203,35002203,10205,LESTE 5,JOSE MARQUES DA CRUZ PROFESSOR,SAO PAULO,,,3.39
2021,2227,35002227,10205,LESTE 5,BENEDITA RIBAS F SILVEIRA PROFESSORA,SAO PAULO,,4.06,
2021,2239,35002239,10205,LESTE 5,ALMERINDA RODRIGUES MELLO PROFESSORA,SAO PAULO,,3.1,1.67
2021,2240,35002240,10205,LESTE 5,ANTONIO CANDIDO BARONE,SAO PAULO,,3.66,
2021,2252,35002252,10205,LESTE 5,ASCENDINO REIS PROFESSOR,SAO PAULO,,,2.37
2021,2264,35002264,10205,LESTE 5,OSWALDO CATALANO,SAO PAULO,,,2.58
2021,2288,35002288,10205,LESTE 5,PAULO CAVALCANTI ALBUQUERQUE PROFESSOR,SAO PAULO,4.31,,
2021,2297,35002297,10205,LESTE 5,ORVILLE DERBY,SAO PAULO,,3.59,1.98
2021,2318,35002318,10205,LESTE 5,SANTOS AMARO DA CRUZ PROFESSOR,SAO PAULO,,3.92,1.71
2021,2331,35002331,10208,LESTE 4,PILAR GARCIA VIDAL DONA,SAO PAULO,,3.35,1.44
2021,2343,35002343,10208,LESTE 4,MARIA LOURDES N ALBERGARIA PROFA,SAO PAULO,4.32,2.97,
2021,2355,35002355,10208,LESTE 4,MARISA DE MELLO PROFA,SAO PAULO,5.99,,
2021,2367,35002367,10208,LESTE 4,OLGA MARINOVIC DORO PROFA,SAO PAULO,5.56,,
2021,2379,35002379,10207,LESTE 1,RITA JULIA DE OLIVEIRA PROFESSORA,SAO PAULO,4.84,,
2021,2380,35002380,10207,LESTE 1,SANTOS DUMONT,SAO PAULO,5.33,,
2021,2392,35002392,10207,LESTE 1,JOSE BARTOCCI PROFESSOR,SAO PAULO,5.17,,
2021,2409,35002409,10208,LESTE 4,LUIZ ANTONIO FRAGOSO PROF,SAO PAULO,,,1.94
2021,2410,35002410,10207,LESTE 1,THEODOMIRO EMERIQUE PROFESSOR,SAO PAULO,4.95,,
2021,2422,35002422,10207,LESTE 1,GABRIEL ORTIZ PROFESSOR,SAO PAULO,,,2.13
2021,2434,35002434,10208,LESTE 4,JAMIL PEDRO SAWAYA PROF,SAO PAULO,,3.64,2.03
2021,2446,35002446,10207,LESTE 1,JOSE DE CAMPOS CAMARGO PROFESSOR,SAO PAULO,5.1,,
2021,2458,35002458,10208,LESTE 4,BERNARDO RODRIGUES NOGUEIRA DOM,SAO PAULO,4.57,,
2021,2461,35002461,10207,LESTE 1,JOAO MARIA OGNO OSB DOM,SAO PAULO,,3.14,2.13
2021,2471,35002471,10208,LESTE 4,ZALINA ROLIM DONA,SAO PAULO,,3.62,2
2021,2483,35002483,10207,LESTE 1,ESTHER FRANKEL SAMPAIO,SAO PAULO,,3.55,
2021,2513,35002513,10207,LESTE 1,NOSSA SENHORA DA PENHA,SAO PAULO,,,2.95
2021,2525,35002525,10207,LESTE 1,ANTAO PADRE,SAO PAULO,,3.29,2.02
2021,2537,35002537,10207,LESTE 1,ADALGISA MOREIRA PIRES PROFESSORA,SAO PAULO,4.42,,
2021,2549,35002549,10208,LESTE 4,ADELAIDE FERRAZ DE OLIVEIRA PROFA,SAO PAULO,,3.2,2.26
2021,2550,35002550,10207,LESTE 1,MARIA APARECIDA DE CASTRO MASIERO PROFESSORA,SAO PAULO,,,3.25
2021,2562,35002562,10207,LESTE 1,MARIA DE CARVALHO SENNE PROFESSORA,SAO PAULO,,3.47,
2021,2574,35002574,10207,LESTE 1,CUSTODIO JOSE DE MELLO ALMIRANTE,SAO PAULO,,4.43,
2021,2586,35002586,10207,LESTE 1,BARAO DE RAMALHO,SAO PAULO,,3.35,1.89
2021,2598,35002598,10208,LESTE 4,ASTOLFO ARAUJO DEPUTADO,SAO PAULO,,3.42,1.54
2021,2616,35002616,10208,LESTE 4,MARIA AUGUSTA DE AVILA PROFA,SAO PAULO,,2.79,1.48
2021,2636,35002636,10208,LESTE 4,INFANTE DOM HENRIQUE,SAO PAULO,,3.72,2.13
2021,2641,35002641,10208,LESTE 4,JOSE PEREIRA DE QUEIROZ DR,SAO PAULO,,,2.64
2021,2653,35002653,10208,LESTE 4,AFONSO PENNA JUNIOR PROF,SAO PAULO,,2.47,1.69
2021,2665,35002665,10207,LESTE 1,SOUZA QUEIROZ BARAO DE,SAO PAULO,4.23,,
2021,2677,35002677,10208,LESTE 4,JOSE TALARICO,SAO PAULO,,3.21,2.48
2021,2689,35002689,10208,LESTE 4,EXERCITO BRASILEIRO,SAO PAULO,,,2.41
2021,2690,35002690,10208,LESTE 4,JOAO RAMACCIOTTI PROF,SAO PAULO,,3.65,2.99
2021,2707,35002707,10207,LESTE 1,VITAL FOGACA DE ALMEIDA DOUTOR,SAO PAULO,,3.13,1.83
2021,2719,35002719,10207,LESTE 1,CAETANO MIELE PROFESSOR,SAO PAULO,,3.43,2.36
2021,2720,35002720,10207,LESTE 1,ANNITA GUASTINI EIRAS PROFESSORA,SAO PAULO,4.11,,
2021,2732,35002732,10207,LESTE 1,IRENE BRANCO DA SILVA PROFESSORA,SAO PAULO,,3.77,2.72
2021,2744,35002744,10207,LESTE 1,FILOMENA MATARAZZO CONDESSA,SAO PAULO,,,2.69
2021,2756,35002756,10207,LESTE 1,EUNICE LAUREANO DA SILVA PROFESSORA,SAO PAULO,5.33,,
2021,2768,35002768,10207,LESTE 1,VALACE MARQUES PROFESSOR,SAO PAULO,3.28,3.57,
2021,2773,35002773,10207,LESTE 1,BENEDITA DE REZENDE PROFESSORA,SAO PAULO,,3.09,1.97
2021,2781,35002781,10207,LESTE 1,JOSE DE CARVALHO PADRE,SAO PAULO,4.58,,
2021,2793,35002793,10207,LESTE 1,REPUBLICA DO URUGUAI,SAO PAULO,,3.48,
2021,2800,35002800,10207,LESTE 1,THEREZA DOROTHEA DE ARRUDA REGO PROFESSORA,SAO PAULO,,2.39,1.79
