ANO_LETIVO,CODIGO_CIE,CODIGO_INEP,CodigoDiretoria,NomeDiretoria,NomeEscola,NomeMunicipio,ANOS_INICIAIS,ANOS_FINAIS,ENSINO_MÉDIO
2021,18107,35018107,20417,CAMPINAS LESTE,FRANCISCO BARRETO LEME,CAMPINAS,4.49,3.38,1.67
2021,18119,35018119,20417,CAMPINAS LESTE,CECILIA PEREIRA PROFESSORA,CAMPINAS,,2.5,0.93
2021,18120,35018120,20417,CAMPINAS LESTE,LUIS GONZAGA DE MOURA MONSENHOR,CAMPINAS,,3.97,2.55
2021,18132,35018132,20404,CAMPINAS OESTE,AMERICO BELLUOMINI PROFESSOR,VALINHOS,,,1.87
2021,18144,35018144,20417,CAMPINAS LESTE,CRISTIANO VOLKART,CAMPINAS,5.68,,
2021,18156,35018156,20404,CAMPINAS OESTE,AUREA ANUNCIACAO AMERICO DE GODOI PROFESSORA,CAMPINAS,3.54,2.91,2.62
2021,18168,35018168,20404,CAMPINAS OESTE,CYRO DE BARROS REZENDE PROFESSOR,VALINHOS,,2.77,2.7
2021,18181,35018181,20404,CAMPINAS OESTE,JOSE LEME DO PRADO PROFESSOR,VALINHOS,,3.49,2.01
2021,18193,35018193,20417,CAMPINAS LESTE,DORA MARIA MACIEL DE CASTRO KANSO PROFESSORA,CAMPINAS,3.92,3.33,
2021,18200,35018200,20417,CAMPINAS LESTE,ANA RITA GODINHO POUSA PROFESSORA,CAMPINAS,,2.27,1.59
2021,18211,35018211,20417,CAMPINAS LESTE,JOSE VILAGELIN NETO PROFESSOR,CAMPINAS,,2.54,2.05
2021,18235,35018235,20417,CAMPINAS LESTE,JOAO LOURENCO RODRIGUES PROFESSOR,CAMPINAS,,4.87,3.11
2021,18247,35018247,20417,CAMPINAS LESTE,FRANCISCO GLICERIO,CAMPINAS,,3.33,2.3
2021,18259,35018259,20404,CAMPINAS OESTE,LUIZ GALHARDO PROFESSOR,CAMPINAS,,4.18,3.39
2021,18260,35018260,20417,CAMPINAS LESTE,ADALBERTO PRADO E SILVA PROFESSOR,CAMPINAS,,3.14,2.65
2021,18272,35018272,20417,CAMPINAS LESTE,THOMAS ALVES DOUTOR,CAMPINAS,3.07,3.12,1.69
2021,18284,35018284,20417,CAMPINAS LESTE,ADALBERTO NASCIMENTO,CAMPINAS,,2.89,2.76
2021,18296,35018296,20417,CAMPINAS LESTE,JOAO NERY DOM,CAMPINAS,,,3.85
2021,18302,35018302,20417,CAMPINAS LESTE,CARLOS GOMES,CAMPINAS,4.68,3.6,2.75
2021,18314,35018314,20417,CAMPINAS LESTE,ANIBAL DE FREITAS PROFESSOR,CAMPINAS,,4.41,2.16
2021,18326,35018326,20417,CAMPINAS LESTE,CULTO A CIENCIA,CAMPINAS,,,3.19
2021,18338,35018338,20417,CAMPINAS LESTE,GUSTAVO MARCONDES,CAMPINAS,,3.88,
2021,18348,35018348,20417,CAMPINAS LESTE,ARTUR SEGURADO,CAMPINAS,5.32,,
2021,18351,35018351,20417,CAMPINAS LESTE,OROSIMBO MAIA,CAMPINAS,,4.25,4.2
2021,18387,35018387,20417,CAMPINAS LESTE,REGINA COUTINHO NOGUEIRA,CAMPINAS,4.91,,
2021,18399,35018399,20417,CAMPINAS LESTE,JOAQUIM FERREIRA LIMA PROFESSOR,CAMPINAS,4.38,2.63,2.87
2021,18417,35018417,20404,CAMPINAS OESTE,PATRIARCA DA INDEPENDENCIA,VINHEDO,,,2.64
2021,18429,35018429,20417,CAMPINAS LESTE,BENEDITO SAMPAIO PROFESSOR,CAMPINAS,,4.25,
2021,18454,35018454,20417,CAMPINAS LESTE,FABIO FARIA DE SYLLOS PROFESSOR,CAMPINAS,4.91,,
2021,18478,35018478,20404,CAMPINAS OESTE,MILTON DE TOLOSA PROFESSOR,CAMPINAS,,3.26,3.33
2021,18485,35018485,20404,CAMPINAS OESTE,MARCELINO VELEZ PROFESSOR,CAMPINAS,4.7,,
2021,18491,35018491,20404,CAMPINAS OESTE,LAIS BERTONI PEREIRA PROFESSORA,CAMPINAS,,3.36,2.65
2021,18508,35018508,20404,CAMPINAS OESTE,LUIZ GONZAGA DA COSTA PROFESSOR,CAMPINAS,5.14,3.95,2.17
2021,18512,35018512,20417,CAMPINAS LESTE,MALLET MARECHAL,CAMPINAS,5.78,,
2021,18521,35018521,20417,CAMPINAS LESTE,GERALDO DE REZENDE BARAO,CAMPINAS,,3.24,2.74
2021,18533,35018533,20417,CAMPINAS LESTE,31 DE MARCO,CAMPINAS,3.78,2.48,2.18
2021,18545,35018545,20417,CAMPINAS LESTE,SOPHIA VELTER SALGADO PROFESSORA,CAMPINAS,5.07,,
2021,18557,35018557,20417,CAMPINAS LESTE,ARY MONTEIRO GALVAO PROFESSOR,CAMPINAS,5.28,,
2021,18569,35018569,20417,CAMPINAS LESTE,DJALMA OCTAVIANO PROFESSOR,CAMPINAS,,,2.79
2021,18570,35018570,20417,CAMPINAS LESTE,JOSE MARIA MATOSINHO,CAMPINAS,,3.56,2.63
2021,18582,35018582,20417,CAMPINAS LESTE,JOSE PEDRO DE OLIVEIRA,CAMPINAS,5.47,,
2021,18594,35018594,20404,CAMPINAS OESTE,JULIO MESQUITA,CAMPINAS,,4.09,2.61
2021,18600,35018600,20404,CAMPINAS OESTE,CELESTINO DE CAMPOS PROFESSOR,CAMPINAS,4.32,,
2021,18612,35018612,20404,CAMPINAS OESTE,CARLOS CRISTOVAM ZINK PROFESSOR,CAMPINAS,3.87,,
2021,18624,35018624,20419,CAPIVARI,JOAQUIM PEDROSO DE ALVARENGA,INDAIATUBA,,3.17,2.1
2021,18659,35018659,20419,CAPIVARI,GERALDO ENEAS DE CAMPOS PROFESSOR,INDAIATUBA,,4.12,
2021,18661,35018661,20419,CAPIVARI,HELENA DE CAMPOS CAMARGO PROFESSORA,INDAIATUBA,,3.72,3.37
2021,18673,35018673,20419,CAPIVARI,JOSE DE CAMARGO BARROS DOM,INDAIATUBA,,3.34,2.61
2021,18697,35018697,20404,CAMPINAS OESTE,JOSE DOS SANTOS PADRE,CAMPINAS,4.02,2.89,1.79
2021,18703,35018703,20417,CAMPINAS LESTE,ANDRE FORT PROFESSOR,CAMPINAS,4.2,,
2021,18715,35018715,20417,CAMPINAS LESTE,ANTONIO VILELA JUNIOR PROFESSOR,CAMPINAS,4.63,4.07,3.21
2021,18727,35018727,20419,CAPIVARI,ELIAS MASSUD DOUTOR,MONTE MOR,,3.33,2.05
2021,18739,35018739,20415,SUMARE,FRANCISCO DE ARAUJO MASCARENHAS DOUTOR,PAULINIA,,3.33,
2021,18740,35018740,20404,CAMPINAS OESTE,EMILIO JOSE SALIM MONSENHOR DOUTOR,CAMPINAS,6.06,,
2021,18764,35018764,20417,CAMPINAS LESTE,ATALIBA NOGUEIRA BARAO,CAMPINAS,,3.71,2.54
2021,18776,35018776,20417,CAMPINAS LESTE,CARLOS LENCASTRE PROFESSOR,CAMPINAS,,4.12,
2021,18788,35018788,20417,CAMPINAS LESTE,HERCY MORAES PROFESSORA,CAMPINAS,,2.79,1.76
2021,18797,35018797,20404,CAMPINAS OESTE,DOM BARRETO,CAMPINAS,,3.91,2.5
2021,18806,35018806,20417,CAMPINAS LESTE,FELIPE CANTUSIO,CAMPINAS,,4,3.21
2021,18818,35018818,20417,CAMPINAS LESTE,CASTINAUTA DE BARROS MELLO E ALBUQUERQUE PROFESSORA,CAMPINAS,3.54,2.76,1.13
2021,18824,35018824,20404,CAMPINAS OESTE,MANOEL ALEXANDRE MARCONDES MACHADO DOUTOR,CAMPINAS,4.25,,
2021,18831,35018831,20404,CAMPINAS OESTE,JOAO GUMERCINDO GUIMARAES PROFESSOR,CAMPINAS,5.15,,
2021,18843,35018843,20419,CAPIVARI,HELIO CERQUEIRA LEITE PROFESSOR,INDAIATUBA,,5.36,4.07
2021,18855,35018855,20404,CAMPINAS OESTE,JOSE CARLOS NOGUEIRA REVERENDO PROFESSOR,CAMPINAS,,3,1.94
2021,18867,35018867,20417,CAMPINAS LESTE,FRANCISCO ALVARES PROFESSOR,CAMPINAS,,3.49,3.33
2021,18879,35018879,20417,CAMPINAS LESTE,VITOR MEIRELLES,CAMPINAS,,,3.4
2021,18880,35018880,20417,CAMPINAS LESTE,CARLOS FRANCISCO DE PAULA PROFESSOR,CAMPINAS,,3.06,1.46
2021,18892,35018892,20415,SUMARE,PORPHYRIO DA PAZ GENERAL,PAULINIA,,,1.94
2021,18909,35018909,20419,CAPIVARI,RANDOLFO MOREIRA FERNANDES,INDAIATUBA,,3.42,1.85
2021,18910,35018910,20404,CAMPINAS OESTE,NORBERTO DE SOUZA PINTO PROF DOUTOR,CAMPINAS,4.88,2.55,1.67
2021,18922,35018922,20417,CAMPINAS LESTE,GUIDO SEGALHO,CAMPINAS,,3.58,1.98
2021,18934,35018934,20417,CAMPINAS LESTE,CONSUELO FREIRE BRANDAO PROFESSORA,CAMPINAS,4.74,,
2021,18946,35018946,20413,SAO JOAO DA BOA VISTA,MOYSES HORTA DE MACEDO PROFESSOR,TAPIRATIBA,,1.08,1.31
2021,18971,35018971,20413,SAO JOAO DA BOA VISTA,JOAO DE MOURA GUIMARAES PROFESSOR,MOCOCA,2.29,1.61,0.42
2021,18983,35018983,20413,SAO JOAO DA BOA VISTA,ANTONIO DIAS PASCHOAL PROFESSOR,TAMBAU,,2.53,
2021,19008,35019008,20413,SAO JOAO DA BOA VISTA,DONIZETTI TAVARES DE LIMA PADRE,TAMBAU,,2.08,1.71
2021,19012,35019012,20413,SAO JOAO DA BOA VISTA,JUSTINO GOMES DE CASTRO MAESTRO,MOCOCA,,2.29,1.1
2021,19021,35019021,20413,SAO JOAO DA BOA VISTA,BENJAMIN BASTOS,VARGEM GRANDE DO SUL,,4.11,
2021,19033,35019033,20413,SAO JOAO DA BOA VISTA,GILBERTO GIRALDI,VARGEM GRANDE DO SUL,,3.55,2.14
2021,19045,35019045,20413,SAO JOAO DA BOA VISTA,STELLA COUVERT RIBEIRO PROFESSORA,SAO JOSE DO RIO PARDO,,4.31,1.24
2021,19057,35019057,20413,SAO JOAO DA BOA VISTA,ALEXANDRE FLEMING,VARGEM GRANDE DO SUL,,2.72,2.7
2021,19070,35019070,20413,SAO JOAO DA BOA VISTA,HILDA SILVA PROFESSORA,MOCOCA,4.7,,
2021,19082,35019082,20413,SAO JOAO DA BOA VISTA,GENY GOMES DONA,SAO SEBASTIAO DA GRAMA,,2.77,1.9
2021,19100,35019100,20413,SAO JOAO DA BOA VISTA,JOAO GABRIEL RIBEIRO DOUTOR,SAO JOSE DO RIO PARDO,4.82,4.36,
2021,19112,35019112,20413,SAO JOAO DA BOA VISTA,CANDIDO RODRIGUES DOUTOR,SAO JOSE DO RIO PARDO,,3.68,2.42
2021,19124,35019124,20413,SAO JOAO DA BOA VISTA,RITA DE MACEDO BARRETO PROFESSORA,ITOBI,,2.97,1.71
2021,19136,35019136,20413,SAO JOAO DA BOA VISTA,JORGE LUIZ ABICHABKI PROFESSOR,SAO JOSE DO RIO PARDO,4.14,,
2021,19148,35019148,20413,SAO JOAO DA BOA VISTA,EUCLIDES DA CUNHA,SAO JOSE DO RIO PARDO,,1.82,1.58
2021,19159,35019159,20413,SAO JOAO DA BOA VISTA,TARQUINIO COBRA OLYNTHO,SAO JOSE DO RIO PARDO,3.53,,
2021,19161,35019161,20413,SAO JOAO DA BOA VISTA,BARAO DE MONTE SANTO,MOCOCA,,2.88,0.82
2021,19197,35019197,20413,SAO JOAO DA BOA VISTA,OSCAR VILLARES,MOCOCA,,3.14,1.62
2021,19203,35019203,20413,SAO JOAO DA BOA VISTA,BENEDITO FERRAZ BUENO PROFESSOR,MOCOCA,2.41,1.89,0
2021,19215,35019215,20413,SAO JOAO DA BOA VISTA,JOAO CID GODOY PROFESSOR,MOCOCA,,2.2,1.17
2021,19239,35019239,20413,SAO JOAO DA BOA VISTA,EDUARDO VICENTE NASSER DEPUTADO,DIVINOLANDIA,,4.74,2.08
2021,19240,35019240,20413,SAO JOAO DA BOA VISTA,OSCAR WALDOMIRO DE VASCONCELLOS PROFESSOR,CACONDE,1.29,2.86,1.21
2021,19252,35019252,20413,SAO JOAO DA BOA VISTA,LAURO DE ARAUJO,CASA BRANCA,,2.94,1
2021,19288,35019288,20413,SAO JOAO DA BOA VISTA,FRANCISCO EUGENIO DE LIMA,CASA BRANCA,,2.44,0.98
2021,19318,35019318,20413,SAO JOAO DA BOA VISTA,FERNANDO MAGALHAES PROFESSOR,CACONDE,,3.41,2.45
2021,19324,35019324,20413,SAO JOAO DA BOA VISTA,SYLVIA PORTUGAL GOUVEA DE SYLLOS PROFESSOR A,SAO JOSE DO RIO PARDO,2.33,3.61,1
2021,19343,35019343,20413,SAO JOAO DA BOA VISTA,FRANCISCO THOMAZ DE CARVALHO DOUTOR,CASA BRANCA,,2.88,0.79
2021,19379,35019379,20407,JUNDIAI,FRANCISCO NAPOLEAO MAIA PROFESSOR,JUNDIAI,,3.84,2.32
2021,19380,35019380,20407,JUNDIAI,RAFAEL DE OLIVEIRA,JUNDIAI,,3.8,3.07
2021,19409,35019409,20407,JUNDIAI,CECILIA ROLEMBERG PORTO GUELLI PROFESSORA,JUNDIAI,,3.4,2.18
2021,19422,35019422,20407,JUNDIAI,JOSE FELICIANO DE OLIVEIRA PROFESSOR,JUNDIAI,,3.84,2.62
2021,19434,35019434,20407,JUNDIAI,JOSE SILVA JUNIOR PROFESSOR,JUNDIAI,,3.36,1.98
2021,19446,35019446,20407,JUNDIAI,PROFESSORA MARIA DE LOURDES DE FRANCA SILVEIRA,JUNDIAI,,3.93,1.29
2021,19458,35019458,20407,JUNDIAI,JOAQUIM ANTONIO LADEIRA PROFESSOR,LOUVEIRA,,3.51,2.68
2021,19461,35019461,20407,JUNDIAI,OSWALDO CAMARGO PIRES PROFESSOR,VARZEA PAULISTA,,3.62,
2021,19471,35019471,20407,JUNDIAI,MARIA DE SAO LUIZ IRMA,VARZEA PAULISTA,,2.56,2.33
2021,19483,35019483,20407,JUNDIAI,TIBURCIO ESTEVAM DE SIQUEIRA,VARZEA PAULISTA,,4.32,2.95
2021,19495,35019495,20407,JUNDIAI,NATHANAEL SILVA PROFESSOR,VARZEA PAULISTA,,3.76,2.16
2021,19501,35019501,20407,JUNDIAI,GABRIEL PAULINO BUENO COUTO BISPO DOM,JUNDIAI,,3.36,2.45
2021,19525,35019525,20403,BRAGANCA PAULISTA,HONORIO HEINRICH BERNARD NACKE MONSENHOR,MORUNGABA,,2.92,2.63
2021,19537,35019537,20407,JUNDIAI,ANTENOR SOARES GANDRA DOUTOR,JUNDIAI,,,2.91
2021,19549,35019549,20407,JUNDIAI,ALBERTO FERREIRA REZENDE PROFESSOR,LOUVEIRA,,3.64,2.2
2021,19550,35019550,20407,JUNDIAI,ANA PINTO DUARTE PAES PROFESSORA,JUNDIAI,,4.17,3.38
2021,19604,35019604,20407,JUNDIAI,IVONY DE CAMARGO SALLES PROFESSORA,ITATIBA,,,2.83
2021,19653,35019653,20407,JUNDIAI,MANOEL JOSE DA FONSECA,ITUPEVA,,2.89,2.15
2021,19665,35019665,20407,JUNDIAI,JOSE POLLI,ITUPEVA,,2.97,2.49
2021,19677,35019677,20407,JUNDIAI,MANUEL EUCLIDES DE BRITO,ITATIBA,,,2.8
2021,19690,35019690,20407,JUNDIAI,BENEDITA ARRUDA PROFESSORA,JUNDIAI,,3.35,2.05
2021,19719,35019719,20407,JUNDIAI,SIQUEIRA DE MORAES CORONEL,JUNDIAI,,3.75,3.19
2021,19720,35019720,20407,JUNDIAI,CONDE DO PARNAIBA,JUNDIAI,,,3.7
2021,19732,35019732,20407,JUNDIAI,BARAO DE JUNDIAI,JUNDIAI,,3.75,3.37
2021,19744,35019744,20407,JUNDIAI,ADONIRO LADEIRA PROFESSOR,JUNDIAI,,3.15,2.67
2021,19768,35019768,20407,JUNDIAI,PAULO MENDES SILVA,JUNDIAI,,3.79,2.45
2021,19781,35019781,20407,JUNDIAI,RAFAEL MAURO DOUTOR,JUNDIAI,,3.75,3.33
2021,19800,35019800,20407,JUNDIAI,ELOY DE MIRANDA CHAVES DOUTOR,JUNDIAI,,3.49,2.59
2021,19823,35019823,20407,JUNDIAI,QUINZE DE OUTUBRO,CAMPO LIMPO PAULISTA,,,2.12
2021,19835,35019835,20407,JUNDIAI,ALBERTINA FORTAREL PROFESSORA,JUNDIAI,,3.75,2.32
2021,19859,35019859,20407,JUNDIAI,DIOGENES DUARTE PAES,JUNDIAI,,3.23,2.2
2021,19860,35019860,20407,JUNDIAI,JERONIMO DE CAMARGO,JARINU,,3.1,2.47
2021,19872,35019872,20407,JUNDIAI,GETULIO NOGUEIRA DE SA PROFESSOR,JUNDIAI,,3.45,2.02
2021,19896,35019896,20407,JUNDIAI,ELZA FACCA MARTINS BONILHA PROFESSORA,CAMPO LIMPO PAULISTA,,2.72,1.46
2021,19902,35019902,20411,PIRASSUNUNGA,CESAR LACERDA DE VERGUEIRO SENADOR,ARARAS,6.49,,
2021,19914,35019914,20411,PIRASSUNUNGA,CESARIO COIMBRA DOUTOR,ARARAS,,,2.9
2021,19938,35019938,20408,LIMEIRA,ANTONIO ALVES CAVALHEIRO,ENGENHEIRO COELHO,,3.23,1.65
2021,19975,35019975,20408,LIMEIRA,PAULO DE ALMEIDA NOGUEIRA DOUTOR,COSMOPOLIS,,,3.1
2021,20000,35020000,20408,LIMEIRA,CESARINO BORBA,IRACEMAPOLIS,,2.95,2.5
2021,20011,35020011,20408,LIMEIRA,BRASIL,LIMEIRA,,4.56,4
2021,20023,35020023,20411,PIRASSUNUNGA,JOSE OMETTO,ARARAS,5.31,3.68,
2021,20035,35020035,20411,PIRASSUNUNGA,VICENTE FERREIRA DOS SANTOS PROFESSOR,ARARAS,,3.87,2.45
2021,20047,35020047,20411,PIRASSUNUNGA,YOLANDA SALLES CABIANCA PROFESSORA,ARARAS,,2.87,1.29
2021,20059,35020059,20411,PIRASSUNUNGA,FRANCISCO GRAZIANO,ARARAS,,3.84,2.76
2021,20060,35020060,20411,PIRASSUNUNGA,IGNACIO ZURITA JUNIOR,ARARAS,,3.73,2.5
2021,20072,35020072,20411,PIRASSUNUNGA,JUSTINIANO WHITAKER DE OLIVEIRA CORONEL,ARARAS,5.96,,
2021,20084,35020084,20411,PIRASSUNUNGA,LIONS CLUBE,ARARAS,5.02,,
2021,20096,35020096,20408,LIMEIRA,ANTONIO PERCHES LORDELLO PROFESSOR,LIMEIRA,,4.63,2.85
2021,20102,35020102,20408,LIMEIRA,ANTONIO DE QUEIROZ PROFESSOR,LIMEIRA,6.24,4.4,2.76
2021,20114,35020114,20408,LIMEIRA,LAZARO DUARTE DO PATEO PROFESSOR,LIMEIRA,4.94,4,2.9
2021,20126,35020126,20408,LIMEIRA,LEOVEGILDO CHAGAS SANTOS PROFESSOR,LIMEIRA,,4.26,
2021,20148,35020148,20408,LIMEIRA,RUTH RAMOS CAPPI PROFESSORA,LIMEIRA,,3.36,1.79
2021,20151,35020151,20408,LIMEIRA,ELY DE ALMEIDA CAMPOS PROFESSOR,LIMEIRA,,3.45,2.6
2021,20163,35020163,20408,LIMEIRA,GABRIEL POZZI PROFESSOR,LIMEIRA,,,3.45
2021,20229,35020229,20408,LIMEIRA,CASTELLO BRANCO,LIMEIRA,,3.11,2.25
2021,20230,35020230,20408,LIMEIRA,JOSE AMARO RODRIGUES,ARTUR NOGUEIRA,,3.19,2.62
2021,20254,35020254,20409,MOGI MIRIM,ARMANI PADRE,MOGI GUACU,,,3.55
2021,20278,35020278,20409,MOGI MIRIM,LUIZ MARTINI,MOGI GUACU,,,2.15
2021,20285,35020285,20409,MOGI MIRIM,GERALDO SORG PROF,MOGI GUACU,,,1.16
2021,20291,35020291,20409,MOGI MIRIM,BENEDITA NAIR XAVIER VEDOVELLO PROFA,MOGI GUACU,,2.3,2.08
2021,20308,35020308,20409,MOGI MIRIM,VENANCIO CORONEL,MOGI MIRIM,,2.85,1.78
2021,20321,35020321,20409,MOGI MIRIM,FRANCISCO ANTONIO GONCALVES,MOGI GUACU,,3.56,
2021,20333,35020333,20413,SAO JOAO DA BOA VISTA,CAMILO LELLIS PROFESSOR,ESPIRITO SANTO DO PINHAL,2.73,,
2021,20345,35020345,20413,SAO JOAO DA BOA VISTA,JUCA LOUREIRO PROFESSOR,ESPIRITO SANTO DO PINHAL,,2.98,2.59
2021,20357,35020357,20413,SAO JOAO DA BOA VISTA,LEME CARDEAL,ESPIRITO SANTO DO PINHAL,,3.19,2.39
2021,20382,35020382,20409,MOGI MIRIM,AGENOR DE CARVALHO CAPITAO,ESTIVA GERBI,,,1.85
2021,20394,35020394,20409,MOGI MIRIM,JOAQUIM LEITE DE SOUZA CEL,MOGI GUACU,,,1.97
2021,20400,35020400,20409,MOGI MIRIM,ANALIA DE ALMEIDA BUENO PROFA,MOGI GUACU,,3.72,2.81
2021,20412,35020412,20413,SAO JOAO DA BOA VISTA,ALMEIDA VERGUEIRO DR,ESPIRITO SANTO DO PINHAL,5.05,,
2021,20424,35020424,20413,SAO JOAO DA BOA VISTA,BENEDITO NASCIMENTO ROSAS PROFESSOR,ESPIRITO SANTO DO PINHAL,,2.04,0.63
2021,20436,35020436,20413,SAO JOAO DA BOA VISTA,BATISTA NOVAIS CORONEL,ESPIRITO SANTO DO PINHAL,,2.7,2.69
2021,20448,35020448,20413,SAO JOAO DA BOA VISTA,TIMOTHEO SILVA PROFESSOR,AGUAS DA PRATA,,3.56,2.41
2021,20459,35020459,20413,SAO JOAO DA BOA VISTA,JOAO URIAS DA SILVA CAPITAO,AGUAS DA PRATA,,4.14,
2021,20485,35020485,20409,MOGI MIRIM,ORESTES LADEIRA PE,CONCHAL,,3.8,3.33
2021,20515,35020515,20413,SAO JOAO DA BOA VISTA,JOSE THEODORO DE MORAES,AGUAI,,2.76,1.27
2021,20527,35020527,20413,SAO JOAO DA BOA VISTA,GERALDO LOURENCO PADRE,AGUAI,,2.43,1.76
2021,20539,35020539,20409,MOGI MIRIM,OSCAR RODRIGUES ALVES DR,MOGI MIRIM,,,3.27
2021,20540,35020540,20413,SAO JOAO DA BOA VISTA,JOSUE SILVEIRA DE MATTOS PADRE,SAO JOAO DA BOA VISTA,,2.47,1.33
2021,20552,35020552,20409,MOGI MIRIM,SANTO ANTONIO,SANTO ANTONIO DE POSSE,,,2.38
2021,20588,35020588,20413,SAO JOAO DA BOA VISTA,JOAQUIM JOSE CORONEL,SAO JOAO DA BOA VISTA,,3.15,1.98
2021,20618,35020618,20409,MOGI MIRIM,ERNANI CALBUCCI PROF,MOGI MIRIM,,3.38,1.7
2021,20624,35020624,20409,MOGI MIRIM,VALERIO STRANG PROF,MOGI MIRIM,,2.91,1.88
2021,20631,35020631,20409,MOGI MIRIM,NORA MONSENHOR,MOGI MIRIM,,3.65,1.46
2021,20655,35020655,20409,MOGI MIRIM,ARISTIDES GURJAO PROF,MOGI MIRIM,,3.63,1.66
2021,20679,35020679,20413,SAO JOAO DA BOA VISTA,JOSE JUSTINO DE OLIVEIRA,SANTO ANTONIO DO JARDIM,,3.23,1.58
2021,20680,35020680,20413,SAO JOAO DA BOA VISTA,ANESIA MARTINS MATTOS PROFESSORA,SAO JOAO DA BOA VISTA,,3.04,1.32
2021,20692,35020692,20413,SAO JOAO DA BOA VISTA,CRISTIANO OSORIO DE OLIVEIRA CORONEL,SAO JOAO DA BOA VISTA,,3.45,3.37
2021,20709,35020709,20413,SAO JOAO DA BOA VISTA,DOMINGOS THEODORO DE OLIVEIRA AZEVEDO,SAO JOAO DA BOA VISTA,,3.68,2.53
2021,20710,35020710,20413,SAO JOAO DA BOA VISTA,TEOFILO DE ANDRADE DOUTOR,SAO JOAO DA BOA VISTA,,4.6,2.73
2021,20722,35020722,20413,SAO JOAO DA BOA VISTA,EGLE LUPORINI COSTA PROFESSORA,AGUAI,,1.87,1.81
2021,20734,35020734,20410,PIRACICABA,ADEMAR VIEIRA PISCO,SANTA MARIA DA SERRA,,3.25,1.94
2021,20758,35020758,20410,PIRACICABA,MIRANDOLINA DE ALMEIDA CANTO PROFESSORA,PIRACICABA,4.91,,
2021,20761,35020761,20410,PIRACICABA,ALCIDES GUIDETTI ZAGATTO PROFESSOR,PIRACICABA,6.42,,
2021,20771,35020771,20410,PIRACICABA,AUGUSTO SAES PROFESSOR,PIRACICABA,,4.4,
2021,20783,35020783,20410,PIRACICABA,JOAO CONCEICAO DOUTOR,PIRACICABA,,2.54,2.15
2021,20795,35020795,20419,CAPIVARI,MARIA JANUARIA VAZ TUCCORI PROFESSORA,CAPIVARI,,4.36,2.71
2021,20801,35020801,20419,CAPIVARI,FABIANO JOSE MOREIRA CAMARGO PADRE,CAPIVARI,,2.72,2.01
2021,20825,35020825,20410,PIRACICABA,ELIAS DE MELLO AYRES PROFESSOR,PIRACICABA,,4.2,2.97
2021,20837,35020837,20410,PIRACICABA,CATHARINA CASALE PADOVANI PROFESSORA,PIRACICABA,,2.78,2.39
2021,20849,35020849,20410,PIRACICABA,ANTONIO DE MELLO COTRIM PROFESSOR,PIRACICABA,,,2.1
2021,20850,35020850,20403,BRAGANCA PAULISTA,MANOEL FERRAZ PROFESSOR,BOM JESUS DOS PERDOES,,3.88,3.22
2021,20862,35020862,20410,PIRACICABA,PRUDENTE DOUTOR,PIRACICABA,,3.8,
2021,20874,35020874,20205,SAO JOSE DOS CAMPOS,VALMAR LOURENCO SANTIAGO PROFESSOR,SAO JOSE DOS CAMPOS,,,2.35
2021,20886,35020886,20410,PIRACICABA,FRANCISCA ELISA DA SILVA,PIRACICABA,5.76,3.88,
2021,20898,35020898,20410,PIRACICABA,HONORATO FAUSTINO,PIRACICABA,8.33,,
2021,20916,35020916,20410,PIRACICABA,MORAIS BARROS,PIRACICABA,5.68,,
2021,20928,35020928,20410,PIRACICABA,PEDRO DE MELLO,PIRACICABA,,3.44,2.93
2021,20941,35020941,20419,CAPIVARI,MASCARENHAS DE MORAES GENERAL,ELIAS FAUSTO,,,1.54
2021,20953,35020953,20419,CAPIVARI,GENNY PIMAZZONI PROFESSORA,ELIAS FAUSTO,,,1.88
2021,20965,35020965,20410,PIRACICABA,RIO BRANCO BARAO DO,PIRACICABA,,3.23,3
2021,20977,35020977,20410,PIRACICABA,ALFREDO CARDOSO DOUTOR,PIRACICABA,,1.86,2.33
2021,20989,35020989,20410,PIRACICABA,PEDRO MORAES CAVALCANTI,PIRACICABA,5.2,4.11,3.6
2021,20990,35020990,20410,PIRACICABA,JOSE ABILIO DE PAULA,SAO PEDRO,,,2.42
2021,21027,35021027,20410,PIRACICABA,JOSE ROMAO PROFESSOR,PIRACICABA,,4.3,
2021,21039,35021039,20410,PIRACICABA,MANOEL DIAS DE ALMEIDA PROFESSOR,SALTINHO,,3.29,2.56
2021,21040,35021040,20410,PIRACICABA,JOAO ALVES DE ALMEIDA PROFESSOR,PIRACICABA,,2.24,0.28
2021,21052,35021052,20410,PIRACICABA,OLIVIA BIANCO PROFESSORA,PIRACICABA,,3.77,2.32
2021,21064,35021064,20410,PIRACICABA,JERONYMO GALLO MONSENHOR,PIRACICABA,,2.85,3.2
2021,21076,35021076,20410,PIRACICABA,SUD MENNUCCI,PIRACICABA,,,3.06
2021,21088,35021088,20410,PIRACICABA,JACANA ALTAIR PEREIRA GUERRINI PROFESSORA,PIRACICABA,4.91,,
2021,21097,35021097,20410,PIRACICABA,JOSE DE MELLO MORAES PROFESSOR,PIRACICABA,,4.66,3.87
2021,21118,35021118,20419,CAPIVARI,JENI APPRILANTE PROFESSORA,RAFARD,,3.72,2.12
2021,21124,35021124,20419,CAPIVARI,MATEUS BISPO DOM,MOMBUCA,,,2.5
